id,date,year,month,month_name,season,weekday,day_name,day_type,weather,temp,temp_feel,humidity,windspeed,casual,registered,total,yearmonth
147,2011-05-27,2011,5,May,Summer,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",27.9,31.8504,0.65375,16.125493,871,3808,4679,2011-May
148,2011-05-28,2011,5,May,Summer,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",26.9,30.61895,0.729583,15.416164,2001,2757,4758,2011-May
149,2011-05-29,2011,5,May,Summer,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",27.4,30.777500000000003,0.81875,14.333846,2355,2433,4788,2011-May
150,2011-05-30,2011,5,May,Summer,1,Mon,Holiday,"Clear, Few clouds, Partly cloudy",30.1,33.5546,0.685,8.792075,1549,2549,4098,2011-May
151,2011-05-31,2011,5,May,Summer,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",31.8,36.26915,0.636667,7.459042999999999,673,3309,3982,2011-May
152,2011-06-01,2011,6,Jun,Summer,3,Wed,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",31.3,36.04835,0.677083,13.875164,513,3461,3974,2011-Jun
153,2011-06-02,2011,6,Jun,Summer,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",29.3,32.1971,0.305,19.583229000000003,736,4232,4968,2011-Jun
154,2011-06-03,2011,6,Jun,Summer,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",25.4,29.356650000000002,0.354167,16.959107,898,4414,5312,2011-Jun
155,2011-06-04,2011,6,Jun,Summer,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",26.0,29.7348,0.45625,8.250514,1869,3473,5342,2011-Jun
156,2011-06-05,2011,6,Jun,Summer,0,Sun,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.6,30.8402,0.6525,9.292364000000001,1685,3221,4906,2011-Jun
157,2011-06-06,2011,6,Jun,Summer,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",27.8,31.0929,0.6,8.167032,673,3875,4548,2011-Jun
158,2011-06-07,2011,6,Jun,Summer,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",29.0,32.7975,0.597917,12.583136,763,4070,4833,2011-Jun
159,2011-06-08,2011,6,Jun,Summer,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",31.8,36.36395,0.622083,9.166739,676,3725,4401,2011-Jun
160,2011-06-09,2011,6,Jun,Summer,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",33.1,37.87895,0.568333,10.042161,563,3352,3915,2011-Jun
161,2011-06-10,2011,6,Jun,Summer,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",31.0,35.1646,0.605,9.417118,815,3771,4586,2011-Jun
162,2011-06-11,2011,6,Jun,Summer,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",29.7,33.901900000000005,0.654583,10.374949999999998,1729,3237,4966,2011-Jun
163,2011-06-12,2011,6,Jun,Summer,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",28.4,32.166250000000005,0.747917,10.958988999999999,1467,2993,4460,2011-Jun
164,2011-06-13,2011,6,Jun,Summer,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",26.0,30.082700000000003,0.494583,20.45845,863,4157,5020,2011-Jun
165,2011-06-14,2011,6,Jun,Summer,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",24.8,29.5773,0.507083,18.041961,727,4164,4891,2011-Jun
166,2011-06-15,2011,6,Jun,Summer,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",25.7,29.3877,0.471667,11.250104,769,4411,5180,2011-Jun
167,2011-06-16,2011,6,Jun,Summer,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.8,29.767300000000002,0.688333,13.833556999999999,545,3222,3767,2011-Jun
168,2011-06-17,2011,6,Jun,Summer,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",26.6,30.01915,0.735833,9.582942999999998,863,3981,4844,2011-Jun
169,2011-06-18,2011,6,Jun,Summer,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",28.6,32.197700000000005,0.670417,8.000336,1807,3312,5119,2011-Jun
170,2011-06-19,2011,6,Jun,Summer,0,Sun,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.7,32.292300000000004,0.666667,6.834,1639,3105,4744,2011-Jun
171,2011-06-20,2011,6,Jun,Summer,1,Mon,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.0,29.767300000000002,0.74625,10.416825,699,3311,4010,2011-Jun
172,2011-06-21,2011,6,Jun,Fall,2,Tue,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.9,31.8823,0.770417,11.458675000000001,774,4061,4835,2011-Jun
173,2011-06-22,2011,6,Jun,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",30.1,34.69145,0.7075,11.541554,661,3846,4507,2011-Jun
174,2011-06-23,2011,6,Jun,Fall,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.9,34.69165,0.703333,15.999868,746,4044,4790,2011-Jun
175,2011-06-24,2011,6,Jun,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",29.7,32.82915,0.573333,14.875675,969,4022,4991,2011-Jun
176,2011-06-25,2011,6,Jun,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",28.5,32.16565,0.483333,14.041257,1782,3420,5202,2011-Jun
177,2011-06-26,2011,6,Jun,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",27.9,31.88145,0.513333,6.3337311,1920,3385,5305,2011-Jun
178,2011-06-27,2011,6,Jun,Fall,1,Mon,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.0,31.8502,0.658333,7.2083960000000005,854,3854,4708,2011-Jun
179,2011-06-28,2011,6,Jun,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",30.5,34.6279,0.634167,9.666960999999999,732,3916,4648,2011-Jun
180,2011-06-29,2011,6,Jun,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",29.9,32.7344,0.497917,17.542007,848,4377,5225,2011-Jun
181,2011-06-30,2011,6,Jun,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",28.6,31.8504,0.434167,12.415904000000001,1027,4488,5515,2011-Jun
182,2011-07-01,2011,7,Jul,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",29.6,32.6081,0.39625,6.874736,1246,4116,5362,2011-Jul
183,2011-07-02,2011,7,Jul,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",30.3,33.3654,0.444583,7.709154,2204,2915,5119,2011-Jul
184,2011-07-03,2011,7,Jul,Fall,0,Sun,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.4,33.42875,0.6825,15.333486,2282,2367,4649,2011-Jul
185,2011-07-04,2011,7,Jul,Fall,1,Mon,Holiday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.8,33.27085,0.637917,5.4591064000000005,3065,2978,6043,2011-Jul
186,2011-07-05,2011,7,Jul,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",30.6,34.816900000000004,0.590417,8.459286,1031,3634,4665,2011-Jul
187,2011-07-06,2011,7,Jul,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",29.5,34.28165,0.743333,10.042161,784,3845,4629,2011-Jul
188,2011-07-07,2011,7,Jul,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",30.8,34.34355,0.65125,10.666400000000001,754,3838,4592,2011-Jul
189,2011-07-08,2011,7,Jul,Fall,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.1,33.524150000000006,0.757917,15.083643,692,3348,4040,2011-Jul
190,2011-07-09,2011,7,Jul,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",30.1,33.2079,0.609167,11.250104,1988,3348,5336,2011-Jul
191,2011-07-10,2011,7,Jul,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",30.6,34.50125,0.578333,12.292557,1743,3138,4881,2011-Jul
192,2011-07-11,2011,7,Jul,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",31.3,36.4902,0.635833,18.916579,723,3363,4086,2011-Jul
193,2011-07-12,2011,7,Jul,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",32.6,36.96375,0.559167,13.417017999999999,662,3596,4258,2011-Jul
194,2011-07-13,2011,7,Jul,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",30.6,34.4702,0.631667,9.790911000000001,748,3594,4342,2011-Jul
195,2011-07-14,2011,7,Jul,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",27.9,31.7552,0.47625,16.124689,888,4196,5084,2011-Jul
196,2011-07-15,2011,7,Jul,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",27.2,31.21855,0.59125,12.249811,1318,4220,5538,2011-Jul
197,2011-07-16,2011,7,Jul,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",28.2,31.91315,0.585,13.958914,2418,3505,5923,2011-Jul
198,2011-07-17,2011,7,Jul,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",29.5,33.49165,0.604167,16.417211,2006,3296,5302,2011-Jul
199,2011-07-18,2011,7,Jul,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",30.6,35.19625,0.65125,14.458867999999999,841,3617,4458,2011-Jul
200,2011-07-19,2011,7,Jul,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",31.8,37.37395,0.650417,8.7502,752,3789,4541,2011-Jul
201,2011-07-20,2011,7,Jul,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",31.5,37.3425,0.707083,7.625739,644,3688,4332,2011-Jul
202,2011-07-21,2011,7,Jul,Fall,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",33.4,41.31855,0.69125,14.875407,632,3152,3784,2011-Jul
203,2011-07-22,2011,7,Jul,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",34.8,42.0448,0.580417,8.9177,562,2825,3387,2011-Jul
204,2011-07-23,2011,7,Jul,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",34.8,40.214349999999996,0.5,8.791807,987,2298,3285,2011-Jul
205,2011-07-24,2011,7,Jul,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",34.0,39.74145,0.550833,11.334456999999999,1050,2556,3606,2011-Jul
206,2011-07-25,2011,7,Jul,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",30.5,36.0479,0.757083,6.0841560999999995,568,3272,3840,2011-Jul
207,2011-07-26,2011,7,Jul,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",31.6,34.84895,0.540833,13.417285999999999,750,3840,4590,2011-Jul
208,2011-07-27,2011,7,Jul,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",31.8,34.53335,0.402917,12.292020999999998,755,3901,4656,2011-Jul
209,2011-07-28,2011,7,Jul,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",31.9,36.995,0.583333,11.958093,606,3784,4390,2011-Jul
210,2011-07-29,2011,7,Jul,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",34.4,39.29835,0.5425,11.667245999999999,670,3176,3846,2011-Jul
211,2011-07-30,2011,7,Jul,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",33.0,36.42685,0.465833,11.291979,1559,2916,4475,2011-Jul
212,2011-07-31,2011,7,Jul,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",33.0,36.4898,0.480833,11.042470999999999,1524,2778,4302,2011-Jul
213,2011-08-01,2011,8,Aug,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",31.6,35.1646,0.550833,10.500039,729,3537,4266,2011-Aug
214,2011-08-02,2011,8,Aug,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",32.1,35.35355,0.49125,13.79195,801,4044,4845,2011-Aug
215,2011-08-03,2011,8,Aug,Fall,3,Wed,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",30.0,33.99685,0.6575,9.084061,467,3107,3574,2011-Aug
216,2011-08-04,2011,8,Aug,Fall,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.1,33.2394,0.7575,13.20905,799,3777,4576,2011-Aug
217,2011-08-05,2011,8,Aug,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",29.1,32.82835,0.630833,12.374632,1023,3843,4866,2011-Aug
218,2011-08-06,2011,8,Aug,Fall,6,Sat,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.4,33.807700000000004,0.755,15.29275,1521,2773,4294,2011-Aug
219,2011-08-07,2011,8,Aug,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",30.4,35.7646,0.752917,13.499629,1298,2487,3785,2011-Aug
220,2011-08-08,2011,8,Aug,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",31.4,35.16415,0.592083,12.875725000000001,846,3480,4326,2011-Aug
221,2011-08-09,2011,8,Aug,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",31.8,36.20605,0.570417,10.125107,907,3695,4602,2011-Aug
222,2011-08-10,2011,8,Aug,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",31.4,34.24915,0.424167,13.417285999999999,884,3896,4780,2011-Aug
223,2011-08-11,2011,8,Aug,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",29.4,32.57605,0.42375,11.041332,812,3980,4792,2011-Aug
224,2011-08-12,2011,8,Aug,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",29.0,32.7021,0.415,8.416607,1051,3854,4905,2011-Aug
225,2011-08-13,2011,8,Aug,Fall,6,Sat,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.1,32.2929,0.729583,14.167418,1504,2646,4150,2011-Aug
226,2011-08-14,2011,8,Aug,Fall,0,Sun,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.7,31.219400000000004,0.8175,14.916411,1338,2482,3820,2011-Aug
227,2011-08-15,2011,8,Aug,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",27.3,30.80835,0.712083,13.999918,775,3563,4338,2011-Aug
228,2011-08-16,2011,8,Aug,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",28.7,32.29185,0.578333,15.834043000000001,721,4004,4725,2011-Aug
229,2011-08-17,2011,8,Aug,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",29.7,33.33355,0.575417,9.625689,668,4026,4694,2011-Aug
230,2011-08-18,2011,8,Aug,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",29.2,33.1129,0.654583,15.624936,639,3166,3805,2011-Aug
231,2011-08-19,2011,8,Aug,Fall,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.1,31.661050000000003,0.722917,9.333635999999998,797,3356,4153,2011-Aug
232,2011-08-20,2011,8,Aug,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",28.6,32.4498,0.674167,6.999289,1914,3277,5191,2011-Aug
233,2011-08-21,2011,8,Aug,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",29.1,33.776250000000005,0.77,16.666518,1249,2624,3873,2011-Aug
234,2011-08-22,2011,8,Aug,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",28.4,31.9127,0.47,18.54225,833,3925,4758,2011-Aug
235,2011-08-23,2011,8,Aug,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",26.3,30.303350000000002,0.455417,9.833121,1281,4614,5895,2011-Aug
236,2011-08-24,2011,8,Aug,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",27.6,31.5346,0.605,16.958236,949,4181,5130,2011-Aug
237,2011-08-25,2011,8,Aug,Fall,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.1,32.2927,0.771667,14.125810999999999,435,3107,3542,2011-Aug
238,2011-08-26,2011,8,Aug,Fall,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",28.7,32.98665,0.76125,5.625487499999999,768,3893,4661,2011-Aug
239,2011-08-27,2011,8,Aug,Fall,6,Sat,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.9,31.7778,0.85,25.166338999999997,226,889,1115,2011-Aug
240,2011-08-28,2011,8,Aug,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",29.0,32.397949999999994,0.561765,20.412153,1415,2919,4334,2011-Aug
241,2011-08-29,2011,8,Aug,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",26.1,30.3979,0.554583,10.708275,729,3905,4634,2011-Aug
242,2011-08-30,2011,8,Aug,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",26.2,29.7352,0.548333,8.375536,775,4429,5204,2011-Aug
243,2011-08-31,2011,8,Aug,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",26.9,30.556050000000003,0.597917,5.5833311,688,4370,5058,2011-Aug
244,2011-09-01,2011,9,Sep,Fall,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",26.9,30.746050000000004,0.639167,9.500332,783,4332,5115,2011-Sep
245,2011-09-02,2011,9,Sep,Fall,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.4,30.2404,0.727083,9.375243,875,3852,4727,2011-Sep
246,2011-09-03,2011,9,Sep,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",27.4,31.66065,0.716667,12.416775,1935,2549,4484,2011-Sep
247,2011-09-04,2011,9,Sep,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",29.1,33.27145,0.742083,13.833289,2521,2419,4940,2011-Sep
248,2011-09-05,2011,9,Sep,Fall,1,Mon,Holiday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.6,31.282300000000003,0.790417,14.250632,1236,2115,3351,2011-Sep
249,2011-09-06,2011,9,Sep,Fall,2,Tue,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",22.1,25.759999999999998,0.886957,23.044181,204,2506,2710,2011-Sep
250,2011-09-07,2011,9,Sep,Fall,3,Wed,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",24.6,27.21145,0.917083,6.500393600000001,118,1878,1996,2011-Sep
251,2011-09-08,2011,9,Sep,Fall,4,Thu,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",26.0,27.76805,0.939565,12.914116,153,1689,1842,2011-Sep
252,2011-09-09,2011,9,Sep,Fall,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.6,28.9473,0.897917,8.333393000000001,417,3127,3544,2011-Sep
253,2011-09-10,2011,9,Sep,Fall,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",27.1,30.3981,0.75375,10.291736,1750,3595,5345,2011-Sep
254,2011-09-11,2011,9,Sep,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",26.8,30.46145,0.71375,7.708618,1633,3413,5046,2011-Sep
255,2011-09-12,2011,9,Sep,Fall,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",26.4,30.106500000000004,0.692174,5.957171000000001,690,4023,4713,2011-Sep
256,2011-09-13,2011,9,Sep,Fall,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",26.7,30.1777,0.7125,9.500868,701,4062,4763,2011-Sep
257,2011-09-14,2011,9,Sep,Fall,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",27.6,31.345,0.697083,11.2091,647,4138,4785,2011-Sep
258,2011-09-15,2011,9,Sep,Fall,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.7,27.68355,0.709167,18.166782,428,3231,3659,2011-Sep
259,2011-09-16,2011,9,Sep,Fall,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.2,23.07375,0.590417,11.000261,742,4018,4760,2011-Sep
260,2011-09-17,2011,9,Sep,Fall,6,Sat,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.2,23.9256,0.718333,12.708225,1434,3077,4511,2011-Sep
261,2011-09-18,2011,9,Sep,Fall,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",20.8,24.52685,0.695,11.958361,1353,2921,4274,2011-Sep
262,2011-09-19,2011,9,Sep,Fall,1,Mon,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.5,26.48375,0.69,10.166713999999999,691,3848,4539,2011-Sep
263,2011-09-20,2011,9,Sep,Fall,2,Tue,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.0,26.610850000000003,0.88125,9.041917999999999,438,3203,3641,2011-Sep
264,2011-09-21,2011,9,Sep,Fall,3,Wed,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.4,27.526650000000004,0.9,6.4590814,539,3813,4352,2011-Sep
265,2011-09-22,2011,9,Sep,Fall,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.8,27.74815,0.902083,8.584375,555,4240,4795,2011-Sep
266,2011-09-23,2011,9,Sep,Winter,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.0,26.106249999999996,0.9725,5.2505689,258,2137,2395,2011-Sep
267,2011-09-24,2011,9,Sep,Winter,6,Sat,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.9,28.2206,0.8625,5.2516811,1776,3647,5423,2011-Sep
268,2011-09-25,2011,9,Sep,Winter,0,Sun,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.0,28.631849999999996,0.845,3.3754064,1544,3466,5010,2011-Sep
269,2011-09-26,2011,9,Sep,Winter,1,Mon,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.6,29.452099999999998,0.848333,7.4169,684,3946,4630,2011-Sep
270,2011-09-27,2011,9,Sep,Winter,2,Tue,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.1,28.726249999999997,0.885417,7.917457,477,3643,4120,2011-Sep
271,2011-09-28,2011,9,Sep,Winter,3,Wed,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.0,28.757899999999996,0.84875,9.958143000000002,480,3427,3907,2011-Sep
272,2011-09-29,2011,9,Sep,Winter,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",25.3,28.7256,0.699167,11.583161,653,4186,4839,2011-Sep
273,2011-09-30,2011,9,Sep,Winter,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",23.1,27.24145,0.6475,13.833825,830,4372,5202,2011-Sep
274,2011-10-01,2011,10,Oct,Winter,6,Sat,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.8,20.64315,0.75375,19.583832,480,1949,2429,2011-Oct
275,2011-10-02,2011,10,Oct,Winter,0,Sun,Weekend,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.6,17.26585,0.791667,14.874870999999999,616,2302,2918,2011-Oct
276,2011-10-03,2011,10,Oct,Winter,1,Mon,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.8,19.6023,0.760833,5.5841686,330,3240,3570,2011-Oct
277,2011-10-04,2011,10,Oct,Winter,2,Tue,Working Day,"Clear, Few clouds, Partly cloudy",19.9,23.6429,0.71,13.792218,486,3970,4456,2011-Oct
278,2011-10-05,2011,10,Oct,Winter,3,Wed,Working Day,"Clear, Few clouds, Partly cloudy",22.1,26.3569,0.647917,11.87575,559,4267,4826,2011-Oct
279,2011-10-06,2011,10,Oct,Winter,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",20.3,24.02125,0.620833,9.041917999999999,639,4126,4765,2011-Oct
280,2011-10-07,2011,10,Oct,Winter,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",20.9,25.2202,0.684167,1.5002439,949,4036,4985,2011-Oct
281,2011-10-08,2011,10,Oct,Winter,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",21.4,25.6621,0.70125,3.0420814,2235,3174,5409,2011-Oct
282,2011-10-09,2011,10,Oct,Winter,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",22.2,26.19915,0.7275,4.251150000000001,2397,3114,5511,2011-Oct
283,2011-10-10,2011,10,Oct,Winter,1,Mon,Holiday,"Clear, Few clouds, Partly cloudy",23.4,27.14625,0.73375,2.8343814,1514,3603,5117,2011-Oct
284,2011-10-11,2011,10,Oct,Winter,2,Tue,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.2,27.3048,0.80875,9.583814,667,3896,4563,2011-Oct
285,2011-10-12,2011,10,Oct,Winter,3,Wed,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",22.3,25.885849999999998,0.90625,16.62605,217,2199,2416,2011-Oct
286,2011-10-13,2011,10,Oct,Winter,4,Thu,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.2,27.5902,0.896667,9.499729,290,2623,2913,2011-Oct
287,2011-10-14,2011,10,Oct,Winter,5,Fri,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.6,26.48375,0.71625,15.000161,529,3115,3644,2011-Oct
288,2011-10-15,2011,10,Oct,Winter,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",20.8,24.936249999999998,0.483333,17.291561,1899,3318,5217,2011-Oct
289,2011-10-16,2011,10,Oct,Winter,0,Sun,Weekend,"Clear, Few clouds, Partly cloudy",21.0,25.1577,0.486667,18.875039,1748,3293,5041,2011-Oct
290,2011-10-17,2011,10,Oct,Winter,1,Mon,Working Day,"Clear, Few clouds, Partly cloudy",21.9,25.53625,0.579583,11.750393,713,3857,4570,2011-Oct
291,2011-10-18,2011,10,Oct,Winter,2,Tue,Working Day,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",21.8,26.13605,0.701667,7.375829,637,4111,4748,2011-Oct
292,2011-10-19,2011,10,Oct,Winter,3,Wed,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",22.2,25.6924,0.895217,16.303713,254,2170,2424,2011-Oct
293,2011-10-20,2011,10,Oct,Winter,4,Thu,Working Day,"Clear, Few clouds, Partly cloudy",19.5,23.32625,0.63625,28.292425,471,3724,4195,2011-Oct
294,2011-10-21,2011,10,Oct,Winter,5,Fri,Working Day,"Clear, Few clouds, Partly cloudy",17.5,21.1798,0.574167,14.833532,676,3628,4304,2011-Oct
295,2011-10-22,2011,10,Oct,Winter,6,Sat,Weekend,"Clear, Few clouds, Partly cloudy",17.3,21.2746,0.629167,6.2086689,1499,2809,4308,2011-Oct
